"","pokemon","id","first_type","second_type","base_HP","base_Attack","base_Defense","base_SpecialAttack","base_SpecialDefense","base_Speed","first_ability","second_ability","third_ability","description","gender_differences","gender_rate","is_baby","evolves_from_species_id","hatch_counter","forms_switchable"
"633","shiftry",275,"grass","dark",90,100,60,90,60,80,"chlorophyll","early-bird","pickpocket","Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.",1,4,0,274,15,0
"705","taillow",276,"normal","flying",40,55,30,30,30,85,"guts","scrappy","","Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",0,4,0,NA,15,0
"700","swellow",277,"normal","flying",60,85,60,50,50,125,"guts","scrappy","","Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",0,4,0,276,15,0
"787","wingull",278,"water","flying",40,30,30,55,30,85,"keen-eye","rain-dish","","Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.",0,4,0,NA,20,0
"511","pelipper",279,"water","flying",60,50,100,85,70,65,"keen-eye","rain-dish","","Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",0,4,0,278,20,0
"564","ralts",280,"psychic","fairy",28,25,25,45,35,40,"synchronize","trace","telepathy","Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.",0,4,0,NA,20,0
"355","kirlia",281,"psychic","fairy",38,35,35,65,55,50,"synchronize","trace","telepathy","Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.",0,4,0,280,20,0
"249","gardevoir",282,"psychic","fairy",68,65,65,125,115,80,"synchronize","trace","telepathy","Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.",0,4,0,281,20,1
"693","surskit",283,"bug","water",40,30,32,50,52,65,"swift-swim","rain-dish","","If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.",0,4,0,NA,15,0
"436","masquerain",284,"bug","flying",70,60,62,80,82,60,"intimidate","unnerve","","Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.",0,4,0,283,15,0
"635","shroomish",285,"grass","None",60,40,60,40,60,35,"effect-spore","poison-heal","quick-feet","If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",0,4,0,NA,15,0
"77","breloom",286,"grass","fighting",60,130,80,60,60,70,"effect-spore","poison-heal","technician","The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.",0,4,0,285,15,0
"651","slakoth",287,"normal","None",60,60,60,35,35,30,"truant","","","Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",0,4,0,NA,15,0
"763","vigoroth",288,"normal","None",80,80,80,55,55,90,"vital-spirit","","","Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",0,4,0,287,15,0
"650","slaking",289,"normal","None",150,160,100,95,65,100,"truant","","","Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",0,4,0,288,15,0
"484","nincada",290,"bug","ground",31,45,90,30,30,40,"compound-eyes","run-away","","Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.",0,4,0,NA,15,0
"486","ninjask",291,"bug","flying",61,90,45,50,50,160,"speed-boost","infiltrator","","If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.",0,4,0,290,15,0
"627","shedinja",292,"bug","ghost",1,90,45,30,30,40,"wonder-guard","","","Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.",0,-1,0,290,15,0
"785","whismur",293,"normal","None",64,51,23,51,23,28,"soundproof","rattled","","Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.",0,4,0,NA,20,0
"400","loudred",294,"normal","None",84,71,43,71,43,48,"soundproof","scrappy","","Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.",0,4,0,293,20,0
"214","exploud",295,"normal","None",104,91,63,91,73,68,"soundproof","scrappy","","Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.",0,4,0,294,20,0
"421","makuhita",296,"fighting","None",72,60,30,20,30,25,"thick-fat","guts","sheer-force","Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.",0,2,0,NA,20,0
"301","hariyama",297,"fighting","None",144,120,60,40,60,50,"thick-fat","guts","sheer-force","Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.",0,2,0,296,20,0
"42","azurill",298,"normal","fairy",50,20,40,20,40,20,"thick-fat","huge-power","sap-sipper","Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.",0,6,1,NA,10,0
"490","nosepass",299,"rock","None",30,45,135,45,90,30,"sturdy","magnet-pull","sand-force","Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year.",0,4,0,NA,20,0
"646","skitty",300,"normal","None",50,45,45,35,35,50,"cute-charm","normalize","wonder-skin","Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",0,6,0,NA,15,0
"155","delcatty",301,"normal","None",70,65,65,55,55,70,"cute-charm","normalize","wonder-skin","Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.",0,6,0,300,15,0
"593","sableye",302,"dark","ghost",50,75,75,65,65,50,"keen-eye","stall","prankster","Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.",0,4,0,NA,25,1
"437","mawile",303,"steel","fairy",50,85,85,55,55,50,"hyper-cutter","intimidate","sheer-force","Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.",0,4,0,NA,20,1
"33","aron",304,"steel","rock",50,70,100,40,40,30,"sturdy","rock-head","heavy-metal","Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.",0,4,0,NA,35,0
"371","lairon",305,"steel","rock",60,90,140,50,50,40,"sturdy","rock-head","heavy-metal","Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.",0,4,0,304,35,0
"11","aggron",306,"steel","rock",70,110,180,60,60,50,"sturdy","rock-head","heavy-metal","Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.",0,4,0,305,35,1
"441","meditite",307,"fighting","psychic",30,40,55,40,55,60,"pure-power","telepathy","","Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.",1,4,0,NA,20,0
"439","medicham",308,"fighting","psychic",60,60,75,60,75,80,"pure-power","telepathy","","Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",1,4,0,307,20,1
"200","electrike",309,"electric","None",40,45,40,65,40,65,"static","lightning-rod","minus","Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur.",0,4,0,NA,20,0
"426","manectric",310,"electric","None",70,75,60,105,60,105,"static","lightning-rod","minus","Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.",0,4,0,309,20,1
"536","plusle",311,"electric","None",60,50,40,85,75,95,"plus","lightning-rod","","When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.",0,4,0,NA,20,0
"464","minun",312,"electric","None",60,40,50,75,85,95,"minus","volt-absorb","","Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.",0,4,0,NA,20,0
"767","volbeat",313,"bug","None",65,73,55,47,75,85,"illuminate","swarm","prankster","Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.",0,0,0,NA,15,0
"332","illumise",314,"bug","None",65,47,55,73,75,85,"oblivious","tinted-lens","prankster","Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.",0,8,0,NA,15,0
"584","roselia",315,"grass","poison",50,60,45,100,80,65,"natural-cure","poison-point","leaf-guard","On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.",1,4,0,406,20,0
